,R,G,B
503,2.58E-08,9.29E-05,0.0026502
504,2.33E-08,0.00013078,0.0023943
505,2.10E-08,0.00018228,0.0021582
506,1.89E-08,0.0002516,0.0019408
507,1.69E-08,0.00034392,0.0017412
508,1.51E-08,0.00046556,0.0015585
509,1.35E-08,0.0006241,0.0013918
510,1.21E-08,0.00082846,0.00124
511,1.07E-08,0.001089,0.0011023
512,9.51E-09,0.0014176,0.00097754
513,8.41E-09,0.0018273,0.00086496
514,7.43E-09,0.0023325,0.00076362
515,6.55E-09,0.0029483,0.00067264
516,5.76E-09,0.0036904,0.0005912
517,5.06E-09,0.0045741,0.00051851
518,4.43E-09,0.0056141,0.0004538
519,3.88E-09,0.0068234,0.00039637
520,3.39E-09,0.0082124,0.00034556
521,2.96E-09,0.0097876,0.00030073
522,2.58E-09,0.011551,0.00026129
523,2.25E-09,0.013499,0.00022672
524,1.97E-09,0.015622,0.0001965
525,1.72E-09,0.017903,0.00017016
526,1.51E-09,0.020316,0.00014729
527,1.32E-09,0.02283,0.00012749
528,1.17E-09,0.025405,0.0001104
529,1.03E-09,0.027994,9.57E-05
530,9.20E-10,0.030546,8.31E-05
531,8.24E-10,0.033006,7.23E-05
532,7.43E-10,0.035315,6.30E-05
533,6.74E-10,0.037418,5.51E-05
534,6.16E-10,0.039259,4.84E-05
535,5.66E-10,0.040789,4.26E-05
536,5.24E-10,0.041966,3.77E-05
537,4.88E-10,0.042755,3.35E-05
538,4.57E-10,0.043133,2.98E-05
539,4.31E-10,0.043091,2.66E-05
540,4.10E-10,0.042629,2.38E-05
541,3.95E-10,0.04176,2.14E-05
542,3.90E-10,0.04051,1.92E-05
543,3.96E-10,0.038915,1.72E-05
544,4.21E-10,0.037017,1.54E-05
545,4.73E-10,0.034868,1.38E-05
546,5.68E-10,0.032524,1.23E-05
547,7.26E-10,0.030041,1.09E-05
548,9.81E-10,0.027477,9.66E-06
549,1.38E-09,0.024887,8.50E-06
550,1.99E-09,0.022321,7.43E-06
551,2.93E-09,0.019825,6.46E-06
552,4.33E-09,0.017435,5.58E-06
553,6.44E-09,0.015185,4.78E-06
554,9.55E-09,0.013095,4.07E-06
555,1.41E-08,0.011183,3.43E-06
556,2.09E-08,0.0094574,2.88E-06
557,3.07E-08,0.0079198,2.39E-06
558,4.48E-08,0.0065675,1.97E-06
559,6.52E-08,0.0053929,1.61E-06
560,9.44E-08,0.0043853,1.30E-06
561,1.36E-07,0.0035311,1.05E-06
562,1.95E-07,0.0028155,8.34E-07
563,2.78E-07,0.0022231,6.58E-07
564,3.94E-07,0.0017382,5.16E-07
565,5.55E-07,0.0013458,4.01E-07
566,7.79E-07,0.0010318,3.09E-07
567,1.09E-06,0.00078338,2.38E-07
568,1.51E-06,0.00058896,1.82E-07
569,2.09E-06,0.00043847,1.40E-07
570,2.87E-06,0.00032325,1.08E-07
571,3.92E-06,0.00023598,8.62E-08
572,5.33E-06,0.00017059,7.16E-08
573,7.20E-06,0.00012212,6.35E-08
574,9.69E-06,8.66E-05,6.14E-08
575,1.30E-05,6.08E-05,6.49E-08
576,1.73E-05,4.22E-05,7.40E-08
577,2.29E-05,2.91E-05,8.93E-08
578,3.01E-05,1.98E-05,1.11E-07
579,3.95E-05,1.34E-05,1.42E-07
580,5.15E-05,8.95E-06,1.82E-07
581,6.68E-05,5.93E-06,2.34E-07
582,8.61E-05,3.89E-06,3.00E-07
583,0.0001105,2.53E-06,3.84E-07
584,0.00014107,1.64E-06,4.90E-07
585,0.00017914,1.05E-06,6.22E-07
586,0.00022629,6.78E-07,7.85E-07
587,0.00028436,4.42E-07,9.86E-07
588,0.00035545,2.96E-07,1.23E-06
589,0.000442,2.10E-07,1.53E-06
590,0.00054674,1.64E-07,1.90E-06
591,0.00067276,1.43E-07,2.33E-06
592,0.0008235,1.40E-07,2.86E-06
593,0.0010027,1.49E-07,3.48E-06
594,0.0012146,1.69E-07,4.21E-06
595,0.0014634,1.96E-07,5.07E-06
596,0.0017541,2.31E-07,6.08E-06
597,0.0020914,2.73E-07,7.25E-06
598,0.0024806,3.22E-07,8.60E-06
599,0.0029268,3.79E-07,1.01E-05
600,0.0034352,4.45E-07,1.19E-05
601,0.0040107,5.19E-07,1.39E-05
602,0.0046582,6.03E-07,1.62E-05
603,0.0053819,6.97E-07,1.87E-05
604,0.0061854,8.01E-07,2.14E-05
605,0.0070716,9.15E-07,2.45E-05
606,0.0080425,1.04E-06,2.79E-05
607,0.0090987,1.18E-06,3.15E-05
608,0.01024,1.33E-06,3.55E-05
609,0.011464,1.48E-06,3.97E-05
610,0.012766,1.65E-06,4.43E-05
611,0.014143,1.83E-06,4.90E-05
612,0.015586,2.02E-06,5.40E-05
613,0.017086,2.21E-06,5.92E-05
614,0.018632,2.41E-06,6.46E-05
615,0.020212,2.62E-06,7.01E-05
616,0.021811,2.82E-06,7.56E-05
617,0.023414,3.03E-06,8.12E-05
618,0.025002,3.24E-06,8.67E-05
619,0.026558,3.44E-06,9.21E-05
620,0.028064,3.63E-06,9.73E-05
621,0.029499,3.82E-06,0.00010227
622,0.030845,3.99E-06,0.00010694
623,0.032085,4.15E-06,0.00011124
624,0.033198,4.30E-06,0.0001151
625,0.034171,4.42E-06,0.00011847
626,0.034988,4.53E-06,0.0001213
627,0.035637,4.61E-06,0.00012355
628,0.036108,4.67E-06,0.00012519
629,0.036394,4.71E-06,0.00012618
630,0.036489,4.72E-06,0.00012651
631,0.036394,4.71E-06,0.00012618
632,0.036108,4.67E-06,0.00012519
633,0.035637,4.61E-06,0.00012355
634,0.034988,4.53E-06,0.0001213
635,0.034171,4.42E-06,0.00011847
636,0.033198,4.30E-06,0.0001151
637,0.032085,4.15E-06,0.00011124
638,0.030845,3.99E-06,0.00010694
639,0.029499,3.82E-06,0.00010227
640,0.028064,3.63E-06,9.73E-05
641,0.026558,3.44E-06,9.21E-05
642,0.025002,3.24E-06,8.67E-05
643,0.023414,3.03E-06,8.12E-05
644,0.021811,2.82E-06,7.56E-05
645,0.020212,2.62E-06,7.01E-05
646,0.018632,2.41E-06,6.46E-05
647,0.017086,2.21E-06,5.92E-05
648,0.015586,2.02E-06,5.40E-05
649,0.014143,1.83E-06,4.90E-05
650,0.012766,1.65E-06,4.43E-05
651,0.011464,1.48E-06,3.97E-05
652,0.01024,1.33E-06,3.55E-05
653,0.0090987,1.18E-06,3.15E-05
654,0.0080425,1.04E-06,2.79E-05
655,0.0070716,9.15E-07,2.45E-05
656,0.0061854,8.01E-07,2.14E-05
657,0.0053819,6.97E-07,1.87E-05
658,0.0046582,6.03E-07,1.62E-05
659,0.0040107,5.19E-07,1.39E-05
660,0.0034352,4.45E-07,1.19E-05
661,0.0029268,3.79E-07,1.01E-05
662,0.0024806,3.21E-07,8.60E-06
663,0.0020914,2.71E-07,7.25E-06
664,0.0017541,2.27E-07,6.08E-06
665,0.0014634,1.89E-07,5.07E-06
666,0.0012146,1.57E-07,4.21E-06
667,0.0010027,1.30E-07,3.48E-06
668,0.0008235,1.07E-07,2.86E-06
669,0.00067276,8.71E-08,2.33E-06
670,0.00054674,7.08E-08,1.90E-06
671,0.000442,5.72E-08,1.53E-06
672,0.00035545,4.60E-08,1.23E-06
673,0.00028436,3.68E-08,9.86E-07
674,0.00022629,2.93E-08,7.85E-07
675,0.00017914,2.32E-08,6.21E-07
676,0.00014107,1.83E-08,4.89E-07
677,0.0001105,1.43E-08,3.83E-07
678,8.61E-05,1.11E-08,2.99E-07
679,6.68E-05,8.64E-09,2.31E-07
680,5.15E-05,6.66E-09,1.78E-07
681,3.95E-05,5.11E-09,1.37E-07
682,3.01E-05,3.90E-09,1.04E-07
683,2.29E-05,2.96E-09,7.93E-08
684,1.73E-05,2.24E-09,5.99E-08
685,1.30E-05,1.68E-09,4.50E-08
686,9.69E-06,1.25E-09,3.36E-08
687,7.20E-06,9.32E-10,2.50E-08
688,5.33E-06,6.89E-10,1.85E-08
689,3.92E-06,5.07E-10,1.36E-08
690,2.87E-06,3.71E-10,9.94E-09
691,2.09E-06,2.70E-10,7.23E-09
692,1.51E-06,1.95E-10,5.24E-09
693,1.09E-06,1.41E-10,3.77E-09
694,7.79E-07,1.01E-10,2.70E-09
695,5.55E-07,7.19E-11,1.93E-09
696,3.94E-07,5.10E-11,1.37E-09
697,2.78E-07,3.59E-11,9.63E-10
698,1.95E-07,2.52E-11,6.76E-10
699,1.36E-07,1.76E-11,4.71E-10
700,9.44E-08,1.22E-11,3.27E-10
701,6.52E-08,8.44E-12,2.26E-10
702,4.48E-08,5.80E-12,1.55E-10
703,3.06E-08,3.96E-12,1.06E-10
704,2.08E-08,2.69E-12,7.21E-11
705,1.41E-08,1.82E-12,4.88E-11
706,9.47E-09,1.23E-12,3.28E-11
707,6.33E-09,8.20E-13,2.20E-11
708,4.22E-09,5.46E-13,1.46E-11
709,2.79E-09,3.61E-13,9.68E-12
710,1.84E-09,2.38E-13,6.38E-12
711,1.21E-09,1.56E-13,4.18E-12
712,7.86E-10,1.02E-13,2.72E-12
713,5.09E-10,6.59E-14,1.77E-12
714,3.29E-10,4.25E-14,1.14E-12
715,2.11E-10,2.73E-14,7.31E-13
716,1.35E-10,1.74E-14,4.67E-13
717,8.54E-11,1.11E-14,2.96E-13
718,5.40E-11,6.99E-15,1.87E-13
719,3.39E-11,4.39E-15,1.18E-13
720,2.12E-11,2.74E-15,7.35E-14
721,1.32E-11,1.71E-15,4.57E-14
722,8.15E-12,1.05E-15,2.83E-14
723,5.01E-12,6.49E-16,1.74E-14
724,3.07E-12,3.97E-16,1.06E-14
725,1.87E-12,2.42E-16,6.48E-15
726,1.13E-12,1.46E-16,3.92E-15
727,6.82E-13,8.82E-17,2.36E-15
728,4.09E-13,5.29E-17,1.42E-15
729,2.44E-13,3.15E-17,8.45E-16
730,1.44E-13,1.87E-17,5.01E-16
731,8.52E-14,1.10E-17,2.95E-16
732,5.00E-14,6.47E-18,1.73E-16
733,2.92E-14,3.78E-18,1.01E-16
734,1.70E-14,2.19E-18,5.88E-17
735,9.80E-15,1.27E-18,3.40E-17
736,5.63E-15,7.29E-19,1.95E-17
737,3.22E-15,4.17E-19,1.12E-17
738,1.83E-15,2.37E-19,6.34E-18
739,1.04E-15,1.34E-19,3.59E-18
740,5.82E-16,7.54E-20,2.02E-18
741,3.26E-16,4.22E-20,1.13E-18
742,1.82E-16,2.35E-20,6.29E-19
743,1.01E-16,1.30E-20,3.49E-19
744,5.54E-17,7.17E-21,1.92E-19
745,3.04E-17,3.93E-21,1.05E-19
746,1.66E-17,2.14E-21,5.74E-20
747,8.98E-18,1.16E-21,3.11E-20
748,4.85E-18,6.27E-22,1.68E-20
749,2.60E-18,3.37E-22,9.02E-21
750,1.39E-18,1.80E-22,4.82E-21
751,7.38E-19,9.55E-23,2.56E-21
752,3.90E-19,5.05E-23,1.35E-21
753,2.05E-19,2.65E-23,7.10E-22
754,1.07E-19,1.39E-23,3.71E-22
755,5.57E-20,7.21E-24,1.93E-22
756,2.88E-20,3.73E-24,9.99E-23
757,1.48E-20,1.92E-24,5.14E-23
758,7.59E-21,9.83E-25,2.63E-23
759,3.87E-21,5.01E-25,1.34E-23
760,1.96E-21,2.54E-25,6.79E-24
761,9.87E-22,1.28E-25,3.42E-24
762,4.95E-22,6.41E-26,1.72E-24
763,2.47E-22,3.20E-26,8.56E-25
764,1.22E-22,1.59E-26,4.25E-25
765,6.04E-23,7.82E-27,2.10E-25
766,2.97E-23,3.84E-27,1.03E-25
767,1.45E-23,1.88E-27,5.02E-26
768,7.04E-24,9.11E-28,2.44E-26
769,3.40E-24,4.40E-28,1.18E-26
770,1.63E-24,2.12E-28,5.67E-27
771,7.82E-25,1.01E-28,2.71E-27
772,3.72E-25,4.81E-29,1.29E-27
773,1.76E-25,2.28E-29,6.10E-28
774,8.28E-26,1.07E-29,2.87E-28
775,3.88E-26,5.02E-30,1.34E-28
776,1.81E-26,2.34E-30,6.26E-29
777,8.37E-27,1.08E-30,2.90E-29
778,3.86E-27,4.99E-31,1.34E-29
779,1.77E-27,2.29E-31,6.13E-30
780,8.07E-28,1.04E-31,2.80E-30
