,R,G,B
542,7.43E-08,0.024557,2.30E-05
543,9.92E-08,0.024301,2.08E-05
544,1.32E-07,0.02398,1.89E-05
545,1.75E-07,0.023596,1.73E-05
546,2.31E-07,0.023153,1.58E-05
547,3.05E-07,0.022654,1.46E-05
548,4.01E-07,0.022104,1.35E-05
549,5.24E-07,0.021505,1.25E-05
550,6.84E-07,0.020864,1.16E-05
551,8.89E-07,0.020185,1.09E-05
552,1.15E-06,0.019472,1.02E-05
553,1.49E-06,0.018732,9.52E-06
554,1.92E-06,0.017969,8.92E-06
555,2.46E-06,0.017188,8.38E-06
556,3.15E-06,0.016395,7.87E-06
557,4.01E-06,0.015594,7.39E-06
558,5.10E-06,0.01479,6.95E-06
559,6.45E-06,0.013988,6.54E-06
560,8.14E-06,0.013193,6.16E-06
561,1.02E-05,0.012407,5.81E-06
562,1.28E-05,0.011635,5.49E-06
563,1.61E-05,0.010881,5.20E-06
564,2.00E-05,0.010146,4.95E-06
565,2.48E-05,0.0094347,4.73E-06
566,3.07E-05,0.0087482,4.56E-06
567,3.79E-05,0.0080888,4.43E-06
568,4.66E-05,0.0074579,4.36E-06
569,5.71E-05,0.0068568,4.34E-06
570,6.97E-05,0.0062864,4.40E-06
571,8.48E-05,0.0057471,4.52E-06
572,0.00010292,0.0052392,4.73E-06
573,0.00012445,0.0047627,5.04E-06
574,0.00014998,0.0043174,5.47E-06
575,0.00018016,0.0039026,6.01E-06
576,0.00021569,0.0035177,6.70E-06
577,0.00025738,0.0031618,7.55E-06
578,0.00030612,0.0028339,8.58E-06
579,0.00036288,0.0025328,9.82E-06
580,0.00042875,0.0022573,1.13E-05
581,0.0005049,0.0020061,1.30E-05
582,0.00059262,0.0017778,1.50E-05
583,0.00069329,0.001571,1.74E-05
584,0.00080838,0.0013844,2.00E-05
585,0.00093947,0.0012165,2.31E-05
586,0.0010882,0.0010659,2.66E-05
587,0.0012564,0.00093133,3.06E-05
588,0.0014457,0.00081146,3.51E-05
589,0.0016581,0.00070501,4.02E-05
590,0.0018954,0.0006108,4.59E-05
591,0.0021596,0.00052768,5.22E-05
592,0.0024524,0.00045458,5.92E-05
593,0.0027758,0.00039051,6.69E-05
594,0.0031314,0.00033452,7.55E-05
595,0.003521,0.00028574,8.48E-05
596,0.003946,0.00024339,9.50E-05
597,0.0044076,0.00020673,0.00010613
598,0.0049071,0.0001751,0.00011813
599,0.0054452,0.00014788,0.00013107
600,0.0060223,0.00012455,0.00014494
601,0.0066386,0.0001046,0.00015976
602,0.0072939,8.76E-05,0.00017552
603,0.0079874,7.31E-05,0.0001922
604,0.0087181,6.09E-05,0.00020977
605,0.0094842,5.06E-05,0.0002282
606,0.010284,4.19E-05,0.00024743
607,0.011114,3.46E-05,0.00026739
608,0.011971,2.85E-05,0.00028802
609,0.012852,2.34E-05,0.00030921
610,0.013752,1.91E-05,0.00033087
611,0.014667,1.56E-05,0.00035288
612,0.015591,1.27E-05,0.00037512
613,0.016519,1.03E-05,0.00039744
614,0.017444,8.36E-06,0.0004197
615,0.018361,6.75E-06,0.00044174
616,0.019261,5.43E-06,0.00046341
617,0.02014,4.36E-06,0.00048454
618,0.020989,3.49E-06,0.00050497
619,0.021801,2.78E-06,0.00052451
620,0.022571,2.22E-06,0.00054302
621,0.02329,1.76E-06,0.00056033
622,0.023953,1.39E-06,0.00057629
623,0.024554,1.10E-06,0.00059074
624,0.025087,8.64E-07,0.00060356
625,0.025547,6.78E-07,0.00061463
626,0.025929,5.31E-07,0.00062383
627,0.026231,4.14E-07,0.00063108
628,0.026448,3.22E-07,0.00063631
629,0.02658,2.50E-07,0.00063948
630,0.026623,1.93E-07,0.00064053
631,0.02658,1.49E-07,0.00063948
632,0.026448,1.15E-07,0.00063631
633,0.026231,8.80E-08,0.00063108
634,0.025929,6.73E-08,0.00062383
635,0.025547,5.14E-08,0.00061462
636,0.025087,3.91E-08,0.00060356
637,0.024554,2.96E-08,0.00059074
638,0.023953,2.24E-08,0.00057629
639,0.02329,1.69E-08,0.00056033
640,0.022571,1.27E-08,0.00054302
641,0.021801,9.54E-09,0.00052451
642,0.020989,7.13E-09,0.00050496
643,0.02014,5.32E-09,0.00048454
644,0.019261,3.95E-09,0.00046341
645,0.018361,2.93E-09,0.00044174
646,0.017444,2.17E-09,0.00041969
647,0.016519,1.60E-09,0.00039743
648,0.015591,1.18E-09,0.00037511
649,0.014667,8.62E-10,0.00035288
650,0.013752,6.30E-10,0.00033086
651,0.012852,4.60E-10,0.0003092
652,0.011971,3.34E-10,0.00028801
653,0.011114,2.42E-10,0.00026738
654,0.010284,1.75E-10,0.00024741
655,0.0094842,1.26E-10,0.00022818
656,0.0087181,9.08E-11,0.00020975
657,0.0079874,6.52E-11,0.00019217
658,0.0072939,4.66E-11,0.00017548
659,0.0066386,3.32E-11,0.00015972
660,0.0060223,2.37E-11,0.00014489
661,0.0054452,1.68E-11,0.000131
662,0.0049071,1.19E-11,0.00011806
663,0.0044076,8.40E-12,0.00010604
664,0.003946,5.92E-12,9.49E-05
665,0.003521,4.16E-12,8.47E-05
666,0.0031314,2.92E-12,7.53E-05
667,0.0027758,2.05E-12,6.68E-05
668,0.0024524,1.44E-12,5.90E-05
669,0.0021596,1.00E-12,5.20E-05
670,0.0018954,7.02E-13,4.56E-05
671,0.0016581,4.91E-13,3.99E-05
672,0.0014457,3.44E-13,3.48E-05
673,0.0012564,2.41E-13,3.02E-05
674,0.0010882,1.70E-13,2.62E-05
675,0.00093947,1.20E-13,2.26E-05
676,0.00080838,8.51E-14,1.94E-05
677,0.00069329,6.08E-14,1.67E-05
678,0.00059262,4.37E-14,1.43E-05
679,0.0005049,3.17E-14,1.21E-05
680,0.00042875,2.32E-14,1.03E-05
681,0.00036288,1.72E-14,8.73E-06
682,0.00030612,1.28E-14,7.36E-06
683,0.00025738,9.68E-15,6.19E-06
684,0.00021569,7.39E-15,5.19E-06
685,0.00018016,5.69E-15,4.33E-06
686,0.00014998,4.42E-15,3.61E-06
687,0.00012445,3.46E-15,2.99E-06
688,0.00010292,2.73E-15,2.48E-06
689,8.48E-05,2.16E-15,2.04E-06
690,6.97E-05,1.71E-15,1.68E-06
691,5.71E-05,1.37E-15,1.37E-06
692,4.66E-05,1.09E-15,1.12E-06
693,3.79E-05,8.72E-16,9.12E-07
694,3.07E-05,6.97E-16,7.39E-07
695,2.48E-05,5.56E-16,5.97E-07
696,2.00E-05,4.44E-16,4.81E-07
697,1.61E-05,3.54E-16,3.86E-07
698,1.28E-05,2.81E-16,3.09E-07
699,1.02E-05,2.23E-16,2.47E-07
700,8.14E-06,1.77E-16,1.96E-07
701,6.45E-06,1.40E-16,1.55E-07
702,5.10E-06,1.10E-16,1.23E-07
703,4.01E-06,8.64E-17,9.65E-08
704,3.15E-06,6.77E-17,7.57E-08
705,2.46E-06,5.29E-17,5.92E-08
706,1.92E-06,4.11E-17,4.61E-08
707,1.49E-06,3.19E-17,3.58E-08
708,1.15E-06,2.47E-17,2.77E-08
709,8.89E-07,1.91E-17,2.14E-08
710,6.84E-07,1.46E-17,1.65E-08
711,5.24E-07,1.12E-17,1.26E-08
712,4.01E-07,8.57E-18,9.64E-09
713,3.05E-07,6.53E-18,7.34E-09
714,2.31E-07,4.95E-18,5.57E-09
715,1.75E-07,3.75E-18,4.21E-09
716,1.32E-07,2.82E-18,3.18E-09
717,9.92E-08,2.12E-18,2.39E-09
718,7.43E-08,1.59E-18,1.79E-09
719,5.55E-08,1.19E-18,1.33E-09
720,4.13E-08,8.83E-19,9.93E-10
721,3.06E-08,6.55E-19,7.37E-10
722,2.26E-08,4.84E-19,5.44E-10
723,1.67E-08,3.56E-19,4.01E-10
724,1.22E-08,2.62E-19,2.95E-10
725,8.96E-09,1.92E-19,2.16E-10
726,6.54E-09,1.40E-19,1.57E-10
727,4.75E-09,1.02E-19,1.14E-10
728,3.44E-09,7.36E-20,8.29E-11
729,2.49E-09,5.32E-20,5.98E-11
730,1.79E-09,3.83E-20,4.31E-11
731,1.28E-09,2.75E-20,3.09E-11
732,9.19E-10,1.96E-20,2.21E-11
733,6.55E-10,1.40E-20,1.58E-11
734,4.65E-10,9.95E-21,1.12E-11
735,3.30E-10,7.04E-21,7.93E-12
736,2.33E-10,4.97E-21,5.59E-12
737,1.64E-10,3.50E-21,3.94E-12
738,1.15E-10,2.45E-21,2.76E-12
739,8.02E-11,1.71E-21,1.93E-12
740,5.58E-11,1.19E-21,1.34E-12
741,3.88E-11,8.29E-22,9.32E-13
742,2.68E-11,5.73E-22,6.45E-13
743,1.85E-11,3.95E-22,4.45E-13
744,1.27E-11,2.72E-22,3.06E-13
745,8.71E-12,1.86E-22,2.10E-13
746,5.95E-12,1.27E-22,1.43E-13
747,4.05E-12,8.65E-23,9.74E-14
748,2.75E-12,5.87E-23,6.61E-14
749,1.86E-12,3.97E-23,4.47E-14
750,1.25E-12,2.67E-23,3.01E-14
751,8.40E-13,1.80E-23,2.02E-14
752,5.62E-13,1.20E-23,1.35E-14
753,3.75E-13,8.02E-24,9.03E-15
754,2.50E-13,5.34E-24,6.00E-15
755,1.65E-13,3.54E-24,3.98E-15
756,1.09E-13,2.34E-24,2.63E-15
757,7.20E-14,1.54E-24,1.73E-15
758,4.72E-14,1.01E-24,1.14E-15
759,3.09E-14,6.61E-25,7.43E-16
760,2.01E-14,4.31E-25,4.85E-16
761,1.31E-14,2.80E-25,3.15E-16
762,8.48E-15,1.81E-25,2.04E-16
763,5.47E-15,1.17E-25,1.32E-16
764,3.52E-15,7.53E-26,8.47E-17
765,2.26E-15,4.83E-26,5.43E-17
766,1.44E-15,3.09E-26,3.47E-17
767,9.20E-16,1.97E-26,2.21E-17
768,5.84E-16,1.25E-26,1.41E-17
769,3.70E-16,7.90E-27,8.89E-18
770,2.33E-16,4.98E-27,5.61E-18
771,1.47E-16,3.13E-27,3.53E-18
772,9.19E-17,1.96E-27,2.21E-18
773,5.74E-17,1.23E-27,1.38E-18
774,3.57E-17,7.64E-28,8.59E-19
775,2.22E-17,4.74E-28,5.33E-19
776,1.37E-17,2.93E-28,3.30E-19
777,8.45E-18,1.81E-28,2.03E-19
778,5.19E-18,1.11E-28,1.25E-19
779,3.18E-18,6.79E-29,7.65E-20
780,1.94E-18,4.15E-29,4.67E-20
