,R,G,B
452,2.94E-21,2.04E-22,1.58E-11
453,5.88E-20,4.08E-21,3.16E-10
454,9.56E-19,6.64E-20,5.14E-09
455,1.27E-17,8.79E-19,6.80E-08
456,1.36E-16,9.46E-18,7.32E-07
457,1.19E-15,8.28E-17,6.41E-06
458,8.48E-15,5.89E-16,4.56E-05
459,4.91E-14,3.41E-15,0.00026418
460,2.31E-13,1.61E-14,0.0012442
461,8.86E-13,6.16E-14,0.0047656
462,2.76E-12,1.92E-13,0.014847
463,7.00E-12,4.86E-13,0.03762
464,1.44E-11,1.00E-12,0.077532
465,2.42E-11,1.68E-12,0.12996
466,3.29E-11,2.29E-12,0.17717
467,3.65E-11,2.54E-12,0.19646
468,3.29E-11,2.29E-12,0.17717
469,2.42E-11,1.68E-12,0.12996
470,1.44E-11,1.00E-12,0.077532
471,7.00E-12,4.86E-13,0.03762
472,2.76E-12,1.92E-13,0.014847
473,8.86E-13,6.16E-14,0.0047656
474,2.31E-13,1.61E-14,0.0012442
475,4.91E-14,3.41E-15,0.00026418
476,8.48E-15,5.89E-16,4.56E-05
477,1.19E-15,8.28E-17,6.41E-06
478,1.36E-16,9.46E-18,7.32E-07
479,1.27E-17,8.79E-19,6.80E-08
480,9.56E-19,6.64E-20,5.14E-09
481,5.88E-20,4.08E-21,3.16E-10
482,2.94E-21,2.04E-22,1.58E-11
483,1.19E-22,8.30E-24,6.42E-13
484,3.95E-24,2.74E-25,2.12E-14
485,1.06E-25,7.38E-27,5.71E-16
486,2.32E-27,1.61E-28,1.25E-17
487,4.14E-29,2.87E-30,2.22E-19
488,5.99E-31,4.16E-32,3.22E-21
489,7.05E-33,4.89E-34,3.79E-23
490,6.75E-35,4.69E-36,3.63E-25
491,5.25E-37,5.09E-37,2.82E-27
492,3.33E-39,2.44E-35,1.79E-29
493,1.71E-41,1.14E-33,9.21E-32
494,9.11E-44,4.87E-32,3.86E-34
495,7.44E-43,1.88E-30,1.32E-36
496,2.60E-41,6.56E-29,3.74E-39
497,8.25E-40,2.08E-27,2.89E-39
498,2.37E-38,5.99E-26,8.29E-38
499,6.20E-37,1.56E-24,2.16E-36
500,1.47E-35,3.70E-23,5.12E-35
501,3.15E-34,7.94E-22,1.10E-33
502,6.13E-33,1.55E-20,2.14E-32
503,1.08E-31,2.73E-19,3.78E-31
504,1.73E-30,4.37E-18,6.05E-30
505,2.52E-29,6.35E-17,8.79E-29
506,3.31E-28,8.36E-16,1.16E-27
507,3.96E-27,9.99E-15,1.38E-26
508,4.29E-26,1.08E-13,1.50E-25
509,4.22E-25,1.06E-12,1.47E-24
510,3.76E-24,9.48E-12,1.31E-23
511,3.04E-23,7.66E-11,1.06E-22
512,2.23E-22,5.62E-10,7.78E-22
513,1.48E-21,3.74E-09,5.17E-21
514,8.93E-21,2.25E-08,3.12E-20
515,4.88E-20,1.23E-07,1.71E-19
516,2.42E-19,6.11E-07,8.46E-19
517,1.09E-18,2.75E-06,3.81E-18
518,4.45E-18,1.12E-05,1.55E-17
519,1.65E-17,4.15E-05,5.75E-17
520,5.53E-17,0.00013944,1.93E-16
521,1.68E-16,0.00042451,5.88E-16
522,4.65E-16,0.0011721,1.62E-15
523,1.16E-15,0.0029352,4.06E-15
524,2.64E-15,0.0066664,9.23E-15
525,5.44E-15,0.013732,1.90E-14
526,1.02E-14,0.025655,3.55E-14
527,1.72E-14,0.04347,6.02E-14
528,2.65E-14,0.066804,9.25E-14
529,3.69E-14,0.093111,1.29E-13
530,4.67E-14,0.1177,1.63E-13
531,5.35E-14,0.13495,1.87E-13
532,5.56E-14,0.14032,1.94E-13
533,5.25E-14,0.13234,1.83E-13
534,4.49E-14,0.11319,1.57E-13
535,3.48E-14,0.087812,1.22E-13
536,2.45E-14,0.061784,8.55E-14
537,1.56E-14,0.039426,5.46E-14
538,9.04E-15,0.022818,3.16E-14
539,4.75E-15,0.011977,1.66E-14
540,2.26E-15,0.0057021,7.89E-15
541,9.76E-16,0.002462,3.41E-15
542,3.82E-16,0.00096414,1.33E-15
543,1.36E-16,0.00034243,4.74E-16
544,4.37E-17,0.00011031,1.53E-16
545,1.28E-17,3.22E-05,4.46E-17
546,3.38E-18,8.54E-06,1.18E-17
547,8.13E-19,2.05E-06,2.84E-18
548,1.77E-19,4.47E-07,6.19E-19
549,3.50E-20,8.84E-08,1.22E-19
550,6.28E-21,1.59E-08,2.19E-20
551,1.02E-21,2.58E-09,3.57E-21
552,1.51E-22,3.80E-10,5.26E-22
553,2.02E-23,5.09E-11,7.04E-23
554,2.45E-24,6.17E-12,8.54E-24
555,2.69E-25,6.79E-13,9.40E-25
556,2.68E-26,6.77E-14,9.38E-26
557,2.43E-27,6.13E-15,8.49E-27
558,1.99E-28,5.03E-16,6.97E-28
559,1.48E-29,3.75E-17,5.19E-29
560,1.00E-30,2.53E-18,3.50E-30
561,6.14E-32,1.55E-19,2.14E-31
562,3.41E-33,8.60E-21,1.19E-32
563,1.72E-34,4.33E-22,6.00E-34
564,7.85E-36,1.98E-23,2.74E-35
565,3.25E-37,8.20E-25,1.14E-36
566,1.22E-38,3.08E-26,4.27E-38
567,4.17E-40,1.05E-27,1.46E-39
568,1.29E-41,3.25E-29,4.50E-41
569,3.61E-43,9.11E-31,1.26E-42
570,9.18E-45,2.32E-32,3.21E-44
571,2.12E-46,5.34E-34,7.40E-46
572,4.43E-48,1.12E-35,1.55E-47
573,8.40E-50,2.12E-37,2.93E-49
574,1.45E-51,3.65E-39,5.05E-51
575,2.26E-53,5.69E-41,7.88E-53
576,3.19E-55,8.06E-43,1.12E-54
577,4.10E-57,1.03E-44,1.43E-56
578,4.77E-59,1.20E-46,1.67E-58
579,5.04E-61,1.27E-48,1.76E-60
580,4.83E-63,1.22E-50,1.69E-62
581,4.19E-65,1.06E-52,1.46E-64
582,3.30E-67,8.33E-55,1.15E-66
583,2.36E-69,5.95E-57,8.24E-69
584,2.39E-69,3.86E-59,5.34E-71
585,1.99E-66,2.27E-61,3.14E-73
586,1.44E-63,1.21E-63,1.71E-75
587,8.95E-61,5.84E-66,2.08E-74
588,4.81E-58,2.59E-68,1.12E-71
589,2.23E-55,1.24E-67,5.19E-69
590,8.92E-53,4.96E-65,2.07E-66
591,3.08E-50,1.71E-62,7.16E-64
592,9.15E-48,5.09E-60,2.13E-61
593,2.35E-45,1.31E-57,5.46E-59
594,5.20E-43,2.89E-55,1.21E-56
595,9.92E-41,5.52E-53,2.31E-54
596,1.63E-38,9.08E-51,3.80E-52
597,2.32E-36,1.29E-48,5.39E-50
598,2.84E-34,1.58E-46,6.60E-48
599,3.00E-32,1.67E-44,6.97E-46
600,2.73E-30,1.52E-42,6.35E-44
601,2.14E-28,1.19E-40,4.99E-42
602,1.45E-26,8.08E-39,3.38E-40
603,8.49E-25,4.72E-37,1.98E-38
604,4.28E-23,2.38E-35,9.96E-37
605,1.86E-21,1.04E-33,4.33E-35
606,6.98E-20,3.88E-32,1.62E-33
607,2.26E-18,1.26E-30,5.25E-32
608,6.30E-17,3.50E-29,1.46E-30
609,1.51E-15,8.42E-28,3.52E-29
610,3.14E-14,1.75E-26,7.31E-28
611,5.62E-13,3.13E-25,1.31E-26
612,8.68E-12,4.83E-24,2.02E-25
613,1.16E-10,6.43E-23,2.69E-24
614,1.33E-09,7.38E-22,3.09E-23
615,1.31E-08,7.31E-21,3.06E-22
616,1.12E-07,6.24E-20,2.61E-21
617,8.27E-07,4.60E-19,1.92E-20
618,5.26E-06,2.92E-18,1.22E-19
619,2.88E-05,1.60E-17,6.70E-19
620,0.00013615,7.57E-17,3.17E-18
621,0.00055506,3.09E-16,1.29E-17
622,0.0019517,1.09E-15,4.54E-17
623,0.0059191,3.29E-15,1.38E-16
624,0.015483,8.61E-15,3.60E-16
625,0.03493,1.94E-14,8.12E-16
626,0.067967,3.78E-14,1.58E-15
627,0.11407,6.34E-14,2.65E-15
628,0.16511,9.18E-14,3.84E-15
629,0.20613,1.15E-13,4.79E-15
630,0.22195,1.23E-13,5.16E-15
631,0.20613,1.15E-13,4.79E-15
632,0.16511,9.18E-14,3.84E-15
633,0.11407,6.34E-14,2.65E-15
634,0.067967,3.78E-14,1.58E-15
635,0.03493,1.94E-14,8.12E-16
636,0.015483,8.61E-15,3.60E-16
637,0.0059191,3.29E-15,1.38E-16
638,0.0019517,1.09E-15,4.54E-17
639,0.00055506,3.09E-16,1.29E-17
640,0.00013615,7.57E-17,3.17E-18
641,2.88E-05,1.60E-17,6.70E-19
642,5.26E-06,2.92E-18,1.22E-19
643,8.27E-07,4.60E-19,1.92E-20
644,1.12E-07,6.24E-20,2.61E-21
645,1.31E-08,7.31E-21,3.06E-22
646,1.33E-09,7.38E-22,3.09E-23
647,1.16E-10,6.43E-23,2.69E-24
648,8.68E-12,4.83E-24,2.02E-25
649,5.62E-13,3.13E-25,1.31E-26
650,3.14E-14,1.75E-26,7.31E-28
651,1.51E-15,8.42E-28,3.52E-29
652,6.30E-17,3.50E-29,1.46E-30
653,2.26E-18,1.26E-30,5.25E-32
654,6.98E-20,3.88E-32,1.62E-33
655,1.86E-21,1.04E-33,4.33E-35
656,4.28E-23,2.38E-35,9.96E-37
657,8.49E-25,4.72E-37,1.98E-38
658,1.45E-26,8.08E-39,3.38E-40
659,2.14E-28,1.19E-40,4.99E-42
660,2.73E-30,1.52E-42,6.35E-44
661,3.00E-32,1.67E-44,6.97E-46
662,2.84E-34,1.58E-46,6.60E-48
663,2.32E-36,1.29E-48,5.39E-50
664,1.63E-38,9.08E-51,3.80E-52
665,9.92E-41,5.52E-53,2.31E-54
666,5.20E-43,2.89E-55,1.21E-56
667,2.35E-45,1.31E-57,5.46E-59
668,9.15E-48,5.09E-60,2.13E-61
669,3.08E-50,1.71E-62,7.16E-64
670,8.92E-53,4.96E-65,2.07E-66
671,2.23E-55,1.24E-67,5.19E-69
672,4.81E-58,2.68E-70,1.12E-71
673,8.95E-61,4.98E-73,2.08E-74
674,1.44E-63,7.99E-76,3.34E-77
675,1.99E-66,1.11E-78,4.62E-80
676,2.37E-69,1.32E-81,5.52E-83
677,2.44E-72,1.36E-84,5.68E-86
678,2.17E-75,1.21E-87,5.04E-89
679,1.66E-78,9.24E-91,3.86E-92
680,1.10E-81,6.10E-94,2.55E-95
681,6.25E-85,3.48E-97,1.45E-98
682,3.07E-88,1.71E-100,7.14E-102
683,1.30E-91,7.24E-104,3.03E-105
684,4.76E-95,2.65E-107,1.11E-108
685,1.50E-98,8.34E-111,3.49E-112
686,4.08E-102,2.27E-114,9.49E-116
687,9.56E-106,5.32E-118,2.22E-119
688,1.93E-109,1.08E-121,4.50E-123
689,3.38E-113,1.88E-125,7.85E-127
690,5.08E-117,2.82E-129,1.18E-130
691,6.59E-121,3.67E-133,1.53E-134
692,7.38E-125,4.10E-137,1.72E-138
693,7.12E-129,3.96E-141,1.66E-142
694,5.93E-133,3.30E-145,1.38E-146
695,4.26E-137,2.37E-149,9.90E-151
696,2.64E-141,1.47E-153,6.13E-155
697,1.41E-145,7.84E-158,3.28E-159
698,6.49E-150,3.61E-162,1.51E-163
699,2.58E-154,1.44E-166,6.00E-168
700,8.84E-159,4.92E-171,2.06E-172
701,2.61E-163,1.45E-175,6.08E-177
702,6.67E-168,3.71E-180,1.55E-181
703,1.47E-172,8.15E-185,3.41E-186
704,2.78E-177,1.55E-189,6.47E-191
705,4.55E-182,2.53E-194,1.06E-195
706,6.42E-187,3.57E-199,1.49E-200
707,7.81E-192,4.34E-204,1.82E-205
708,8.20E-197,4.56E-209,1.91E-210
709,7.42E-202,4.13E-214,1.73E-215
710,5.80E-207,3.22E-219,1.35E-220
711,3.90E-212,2.17E-224,9.08E-226
712,2.27E-217,1.26E-229,5.27E-231
713,1.14E-222,6.32E-235,2.64E-236
714,4.91E-228,2.73E-240,1.14E-241
715,1.83E-233,1.02E-245,4.25E-247
716,5.88E-239,3.27E-251,1.37E-252
717,1.63E-244,9.06E-257,3.79E-258
718,3.90E-250,2.17E-262,9.06E-264
719,8.03E-256,4.47E-268,1.87E-269
720,1.43E-261,7.95E-274,3.32E-275
721,2.19E-267,1.22E-279,5.10E-281
722,2.90E-273,1.61E-285,6.75E-287
723,3.31E-279,1.84E-291,7.70E-293
724,3.26E-285,1.81E-297,7.58E-299
725,2.77E-291,1.54E-303,6.43E-305
726,2.03E-297,0.00E+00,4.7099e-311
727,1.28E-303,7.1132e-316,2.9744e-317
728,6.966e-310,3.8537e-322,1.4822e-323
729,3.2725e-316,0,0
730,1.3834e-322,0,0
731,0,0,0
732,0,0,0
733,0,0,0
734,0,0,0
735,0,0,0
736,0,0,0
737,0,0,0
738,0,0,0
739,0,0,0
740,0,0,0
741,0,0,0
742,0,0,0
743,0,0,0
744,0,0,0
745,0,0,0
746,0,0,0
747,0,0,0
748,0,0,0
749,0,0,0
750,0,0,0
751,0,0,0
752,0,0,0
753,0,0,0
754,0,0,0
755,0,0,0
756,0,0,0
757,0,0,0
758,0,0,0
759,0,0,0
760,0,0,0
761,0,0,0
762,0,0,0
763,0,0,0
764,0,0,0
765,0,0,0
766,0,0,0
767,0,0,0
768,0,0,0
769,0,0,0
770,0,0,0
771,0,0,0
772,0,0,0
773,0,0,0
774,0,0,0
775,0,0,0
776,0,0,0
777,0,0,0
778,0,0,0
779,0,0,0
780,0,0,0
