,R,G,B
507,6.93E-09,1.97E-14,0.0011516
508,6.03E-09,1.72E-14,0.001002
509,5.23E-09,1.49E-14,0.00086915
510,4.52E-09,1.29E-14,0.00075161
511,3.90E-09,1.11E-14,0.00064799
512,3.35E-09,9.55E-15,0.00055695
513,2.87E-09,8.18E-15,0.00047724
514,2.45E-09,6.99E-15,0.00040769
515,2.09E-09,5.95E-15,0.00034722
516,1.77E-09,5.05E-15,0.00029482
517,1.50E-09,4.28E-15,0.00024956
518,1.27E-09,3.61E-15,0.0002106
519,1.07E-09,3.04E-15,0.00017719
520,8.94E-10,2.55E-15,0.00014862
521,7.48E-10,2.13E-15,0.00012428
522,6.23E-10,1.78E-15,0.00010361
523,5.18E-10,1.48E-15,8.61E-05
524,4.29E-10,1.22E-15,7.14E-05
525,3.55E-10,1.05E-15,5.89E-05
526,2.92E-10,1.11E-14,4.85E-05
527,2.40E-10,1.57E-12,3.99E-05
528,1.96E-10,1.52E-10,3.26E-05
529,1.60E-10,9.50E-09,2.66E-05
530,1.30E-10,3.80E-07,2.17E-05
531,1.06E-10,9.75E-06,1.76E-05
532,8.54E-11,0.00016026,1.42E-05
533,6.89E-11,0.0016898,1.15E-05
534,5.54E-11,0.011424,9.20E-06
535,4.44E-11,0.04952,7.37E-06
536,3.54E-11,0.13763,5.89E-06
537,2.82E-11,0.24527,4.69E-06
538,2.24E-11,0.28026,3.72E-06
539,1.78E-11,0.20533,2.95E-06
540,1.40E-11,0.096452,2.33E-06
541,1.11E-11,0.029051,1.83E-06
542,8.77E-12,0.0056103,1.43E-06
543,7.01E-12,0.00069469,1.12E-06
544,5.72E-12,5.52E-05,8.75E-07
545,4.92E-12,2.81E-06,6.80E-07
546,4.65E-12,9.16E-08,5.27E-07
547,5.06E-12,1.92E-09,4.07E-07
548,6.48E-12,2.57E-11,3.13E-07
549,9.47E-12,2.21E-13,2.40E-07
550,1.50E-11,1.22E-15,1.84E-07
551,2.48E-11,6.73E-18,1.40E-07
552,4.15E-11,1.84E-18,1.07E-07
553,6.99E-11,1.39E-18,8.10E-08
554,1.17E-10,1.05E-18,6.13E-08
555,1.96E-10,7.92E-19,4.62E-08
556,3.26E-10,5.95E-19,3.47E-08
557,5.39E-10,4.46E-19,2.60E-08
558,8.84E-10,3.33E-19,1.94E-08
559,1.44E-09,2.48E-19,1.45E-08
560,2.33E-09,1.85E-19,1.07E-08
561,3.75E-09,1.38E-19,7.94E-09
562,5.99E-09,1.03E-19,5.86E-09
563,9.49E-09,7.73E-20,4.31E-09
564,1.49E-08,5.95E-20,3.16E-09
565,2.34E-08,4.79E-20,2.31E-09
566,3.63E-08,4.18E-20,1.69E-09
567,5.60E-08,4.09E-20,1.22E-09
568,8.59E-08,4.57E-20,8.87E-10
569,1.31E-07,5.74E-20,6.41E-10
570,1.98E-07,7.80E-20,4.61E-10
571,2.97E-07,1.11E-19,3.31E-10
572,4.42E-07,1.61E-19,2.37E-10
573,6.55E-07,2.35E-19,1.69E-10
574,9.64E-07,3.44E-19,1.20E-10
575,1.41E-06,5.01E-19,8.53E-11
576,2.04E-06,7.26E-19,6.03E-11
577,2.94E-06,1.05E-18,4.25E-11
578,4.21E-06,1.50E-18,2.99E-11
579,5.99E-06,2.13E-18,2.09E-11
580,8.46E-06,3.00E-18,1.46E-11
581,1.19E-05,4.21E-18,1.02E-11
582,1.65E-05,5.86E-18,7.06E-12
583,2.28E-05,8.11E-18,4.89E-12
584,3.14E-05,1.11E-17,3.37E-12
585,4.28E-05,1.52E-17,2.32E-12
586,5.80E-05,2.06E-17,1.59E-12
587,7.81E-05,2.77E-17,1.09E-12
588,0.00010444,3.71E-17,7.41E-13
589,0.00013866,4.92E-17,5.04E-13
590,0.00018285,6.49E-17,3.41E-13
591,0.00023948,8.50E-17,2.30E-13
592,0.0003115,1.11E-16,1.55E-13
593,0.00040244,1.43E-16,1.04E-13
594,0.00051638,1.83E-16,6.98E-14
595,0.00065807,2.34E-16,4.66E-14
596,0.00083293,2.96E-16,3.11E-14
597,0.0010471,3.72E-16,2.07E-14
598,0.0013073,4.64E-16,1.38E-14
599,0.0016212,5.75E-16,9.26E-15
600,0.0019966,7.09E-16,6.27E-15
601,0.0024423,8.67E-16,4.34E-15
602,0.0029672,1.05E-15,3.11E-15
603,0.0035802,1.27E-15,2.36E-15
604,0.0042906,1.52E-15,1.93E-15
605,0.0051069,1.81E-15,1.72E-15
606,0.0060372,2.14E-15,1.67E-15
607,0.0070883,2.52E-15,1.72E-15
608,0.0082658,2.93E-15,1.86E-15
609,0.0095732,3.40E-15,2.06E-15
610,0.011012,3.91E-15,2.31E-15
611,0.012581,4.46E-15,2.60E-15
612,0.014275,5.07E-15,2.92E-15
613,0.016088,5.71E-15,3.28E-15
614,0.018007,6.39E-15,3.66E-15
615,0.020018,7.10E-15,4.06E-15
616,0.022102,7.84E-15,4.48E-15
617,0.024237,8.60E-15,4.92E-15
618,0.026397,9.37E-15,5.35E-15
619,0.028554,1.01E-14,5.79E-15
620,0.030677,1.09E-14,6.22E-15
621,0.032733,1.16E-14,6.63E-15
622,0.03469,1.23E-14,7.03E-15
623,0.036513,1.30E-14,7.40E-15
624,0.038171,1.35E-14,7.74E-15
625,0.039632,1.41E-14,8.03E-15
626,0.040869,1.45E-14,8.28E-15
627,0.041858,1.49E-14,8.48E-15
628,0.042579,1.51E-14,8.63E-15
629,0.043017,1.53E-14,8.72E-15
630,0.043164,1.53E-14,8.75E-15
631,0.043017,1.53E-14,8.72E-15
632,0.042579,1.51E-14,8.63E-15
633,0.041858,1.49E-14,8.48E-15
634,0.040869,1.45E-14,8.28E-15
635,0.039632,1.41E-14,8.03E-15
636,0.038171,1.35E-14,7.74E-15
637,0.036513,1.30E-14,7.40E-15
638,0.03469,1.23E-14,7.03E-15
639,0.032733,1.16E-14,6.63E-15
640,0.030677,1.09E-14,6.22E-15
641,0.028554,1.01E-14,5.79E-15
642,0.026397,9.37E-15,5.35E-15
643,0.024237,8.60E-15,4.91E-15
644,0.022102,7.84E-15,4.48E-15
645,0.020018,7.10E-15,4.06E-15
646,0.018007,6.39E-15,3.65E-15
647,0.016088,5.71E-15,3.26E-15
648,0.014275,5.07E-15,2.89E-15
649,0.012581,4.46E-15,2.55E-15
650,0.011012,3.91E-15,2.23E-15
651,0.0095732,3.40E-15,1.94E-15
652,0.0082658,2.93E-15,1.68E-15
653,0.0070883,2.52E-15,1.44E-15
654,0.0060372,2.14E-15,1.22E-15
655,0.0051069,1.81E-15,1.04E-15
656,0.0042906,1.52E-15,8.70E-16
657,0.0035802,1.27E-15,7.26E-16
658,0.0029672,1.05E-15,6.01E-16
659,0.0024423,8.67E-16,4.95E-16
660,0.0019966,7.09E-16,4.05E-16
661,0.0016212,5.75E-16,3.29E-16
662,0.0013073,4.64E-16,2.65E-16
663,0.0010471,3.72E-16,2.12E-16
664,0.00083293,2.96E-16,1.69E-16
665,0.00065807,2.34E-16,1.33E-16
666,0.00051638,1.83E-16,1.05E-16
667,0.00040244,1.43E-16,8.16E-17
668,0.0003115,1.11E-16,6.31E-17
669,0.00023948,8.50E-17,4.85E-17
670,0.00018285,6.49E-17,3.71E-17
671,0.00013866,4.92E-17,2.81E-17
672,0.00010444,3.71E-17,2.12E-17
673,7.81E-05,2.77E-17,1.58E-17
674,5.80E-05,2.06E-17,1.18E-17
675,4.28E-05,1.52E-17,8.68E-18
676,3.14E-05,1.11E-17,6.36E-18
677,2.28E-05,8.11E-18,4.63E-18
678,1.65E-05,5.86E-18,3.35E-18
679,1.19E-05,4.21E-18,2.40E-18
680,8.46E-06,3.00E-18,1.71E-18
681,5.99E-06,2.13E-18,1.21E-18
682,4.21E-06,1.50E-18,8.54E-19
683,2.94E-06,1.04E-18,5.97E-19
684,2.04E-06,7.25E-19,4.14E-19
685,1.41E-06,5.00E-19,2.85E-19
686,9.64E-07,3.42E-19,1.95E-19
687,6.55E-07,2.33E-19,1.33E-19
688,4.42E-07,1.57E-19,8.97E-20
689,2.97E-07,1.05E-19,6.01E-20
690,1.98E-07,7.01E-20,4.01E-20
691,1.31E-07,4.64E-20,2.65E-20
692,8.59E-08,3.05E-20,1.74E-20
693,5.60E-08,1.99E-20,1.14E-20
694,3.63E-08,1.29E-20,7.36E-21
695,2.34E-08,8.30E-21,4.74E-21
696,1.49E-08,5.30E-21,3.03E-21
697,9.49E-09,3.37E-21,1.92E-21
698,5.99E-09,2.12E-21,1.21E-21
699,3.75E-09,1.33E-21,7.60E-22
700,2.33E-09,8.28E-22,4.73E-22
701,1.44E-09,5.11E-22,2.92E-22
702,8.84E-10,3.14E-22,1.79E-22
703,5.39E-10,1.91E-22,1.09E-22
704,3.26E-10,1.16E-22,6.61E-23
705,1.96E-10,6.96E-23,3.97E-23
706,1.17E-10,4.15E-23,2.37E-23
707,6.94E-11,2.46E-23,1.41E-23
708,4.09E-11,1.45E-23,8.29E-24
709,2.39E-11,8.49E-24,4.85E-24
710,1.39E-11,4.93E-24,2.82E-24
711,8.02E-12,2.85E-24,1.63E-24
712,4.60E-12,1.63E-24,9.32E-25
713,2.62E-12,9.29E-25,5.30E-25
714,1.48E-12,5.25E-25,3.00E-25
715,8.31E-13,2.95E-25,1.68E-25
716,4.63E-13,1.64E-25,9.39E-26
717,2.57E-13,9.11E-26,5.20E-26
718,1.41E-13,5.01E-26,2.86E-26
719,7.71E-14,2.74E-26,1.56E-26
720,4.18E-14,1.49E-26,8.48E-27
721,2.26E-14,8.00E-27,4.57E-27
722,1.21E-14,4.28E-27,2.45E-27
723,6.42E-15,2.28E-27,1.30E-27
724,3.39E-15,1.20E-27,6.87E-28
725,1.78E-15,6.31E-28,3.60E-28
726,9.26E-16,3.29E-28,1.88E-28
727,4.79E-16,1.70E-28,9.71E-29
728,2.46E-16,8.73E-29,4.99E-29
729,1.26E-16,4.46E-29,2.54E-29
730,6.36E-17,2.26E-29,1.29E-29
731,3.20E-17,1.14E-29,6.49E-30
732,1.60E-17,5.68E-30,3.25E-30
733,7.95E-18,2.82E-30,1.61E-30
734,3.92E-18,1.39E-30,7.95E-31
735,1.92E-18,6.82E-31,3.89E-31
736,9.34E-19,3.32E-31,1.89E-31
737,4.51E-19,1.60E-31,9.15E-32
738,2.17E-19,7.69E-32,4.39E-32
739,1.03E-19,3.66E-32,2.09E-32
740,4.89E-20,1.73E-32,9.91E-33
741,2.30E-20,8.15E-33,4.66E-33
742,1.07E-20,3.81E-33,2.17E-33
743,4.98E-21,1.77E-33,1.01E-33
744,2.29E-21,8.13E-34,4.65E-34
745,1.05E-21,3.72E-34,2.13E-34
746,4.76E-22,1.69E-34,9.65E-35
747,2.15E-22,7.63E-35,4.36E-35
748,9.63E-23,3.42E-35,1.95E-35
749,4.29E-23,1.52E-35,8.69E-36
750,1.90E-23,6.73E-36,3.84E-36
751,8.33E-24,2.95E-36,1.69E-36
752,3.63E-24,1.29E-36,7.36E-37
753,1.57E-24,5.58E-37,3.19E-37
754,6.77E-25,2.40E-37,1.37E-37
755,2.89E-25,1.03E-37,5.86E-38
756,1.23E-25,4.35E-38,2.49E-38
757,5.17E-26,1.83E-38,1.05E-38
758,2.16E-26,7.68E-39,4.39E-39
759,9.00E-27,3.19E-39,1.82E-39
760,3.72E-27,1.32E-39,7.53E-40
761,1.52E-27,5.41E-40,3.09E-40
762,6.21E-28,2.20E-40,1.26E-40
763,2.51E-28,8.91E-41,5.09E-41
764,1.01E-28,3.58E-41,2.04E-41
765,4.03E-29,1.43E-41,8.16E-42
766,1.60E-29,5.66E-42,3.23E-42
767,6.28E-30,2.23E-42,1.27E-42
768,2.46E-30,8.71E-43,4.98E-43
769,9.53E-31,3.38E-43,1.93E-43
770,3.68E-31,1.30E-43,7.45E-44
771,1.41E-31,5.00E-44,2.85E-44
772,5.36E-32,1.90E-44,1.09E-44
773,2.02E-32,7.18E-45,4.10E-45
774,7.60E-33,2.70E-45,1.54E-45
775,2.83E-33,1.00E-45,5.74E-46
776,1.05E-33,3.72E-46,2.12E-46
777,3.85E-34,1.37E-46,7.81E-47
778,1.41E-34,4.99E-47,2.85E-47
779,5.10E-35,1.81E-47,1.03E-47
780,1.84E-35,6.52E-48,3.73E-48
